user_id,user_listen_rate,user_total_listens,user_session_count,user_genre_diversity,user_artist_diversity,user_context_variety,user_skip_rate,user_engagement_segment,user_engagement_score
57,1.0,64,64,5,8,2,0.0,0,0.6335644937586685
58,0.14634146341463414,6,41,5,9,3,0.8536585365853658,4,0.18440512837860695
59,1.0,61,61,9,14,3,0.0,0,0.6877947295423024
60,0.7454545454545455,41,55,7,21,7,0.2545454545454545,3,0.5261253309796999
61,0.07142857142857142,3,42,9,11,2,0.9285714285714286,4,0.2050624133148405
62,0.5555555555555556,10,18,7,12,4,0.4444444444444444,3,0.3952535059331176
63,0.9811320754716981,52,53,10,16,2,0.018867924528301883,1,0.6848794912726036
64,0.9166666666666666,11,12,3,7,4,0.08333333333333337,1,0.5128409616273694
65,0.9302325581395349,40,43,4,9,6,0.06976744186046513,1,0.5640067090281586
66,0.6727272727272727,37,55,1,3,1,0.32727272727272727,3,0.4040474089017778
67,0.99,99,100,13,16,6,0.010000000000000009,1,0.7778016643550624
68,0.6944444444444444,25,36,9,9,2,0.3055555555555556,3,0.5107451071043304
69,1.0,13,13,5,5,4,0.0,0,0.5840499306518724
70,0.9402985074626866,63,67,11,16,6,0.05970149253731338,1,0.6923406545635208
71,0.6363636363636364,42,66,1,4,3,0.36363636363636365,3,0.39654520237044505
72,0.9137931034482759,53,58,9,15,4,0.08620689655172409,1,0.641778659907217
73,0.4838709677419355,15,31,5,5,1,0.5161290322580645,4,0.34346114267817995
74,0.125,5,40,6,9,3,0.875,4,0.1870492371705964
75,0.9629629629629629,26,27,9,13,7,0.03703703703703709,1,0.6362665022859197
76,0.9,9,10,2,5,4,0.09999999999999998,1,0.48828016643550626
77,0.975609756097561,40,41,7,11,6,0.024390243902439046,1,0.6276107032914989
78,1.0,27,27,5,12,4,0.0,0,0.5976421636615811
79,0.9767441860465116,42,43,8,11,2,0.023255813953488413,1,0.6444053801245041
80,1.0,26,26,5,9,5,0.0,0,0.5966712898751734
81,1.0,41,41,6,6,4,0.0,0,0.6255201109570042
82,0.9908256880733946,108,109,7,9,7,0.00917431192660545,1,0.7012380867551439
83,1.0,9,9,2,6,1,0.0,0,0.5373092926490984
84,0.9384615384615385,61,65,6,8,2,0.06153846153846154,1,0.6180518510615598
85,0.5,11,22,3,6,2,0.5,4,0.31421636615811377
86,0.9565217391304348,22,23,6,8,4,0.04347826086956519,1,0.5863052523668818
87,0.2777777777777778,20,72,7,12,2,0.7222222222222222,4,0.3087918015102481
88,0.2222222222222222,4,18,1,3,2,0.7777777777777778,4,0.14287255355216522
89,0.6190476190476191,13,21,9,13,6,0.38095238095238093,3,0.45848358760980124
90,0.2,1,5,2,3,1,0.8,4,0.13342579750346742
91,0.9841269841269841,62,63,14,16,4,0.015873015873015928,1,0.7532285406071813
92,1.0,34,34,7,8,4,0.0,0,0.633009708737864
93,0.8793103448275862,51,58,3,4,2,0.12068965517241381,2,0.5388229948825864
94,0.6086956521739131,14,23,8,15,5,0.3913043478260869,3,0.44096363746004946
95,0.8333333333333334,10,12,4,4,5,0.16666666666666663,2,0.485460009246417
96,0.5,13,26,4,8,3,0.5,4,0.3323855755894591
97,0.6666666666666666,30,45,2,4,4,0.33333333333333337,3,0.4055940822931114
98,1.0,23,23,10,13,5,0.0,0,0.6651872399445216
99,0.8636363636363636,19,22,2,8,2,0.13636363636363635,2,0.4817488336905813
100,0.34285714285714286,24,70,10,20,6,0.6571428571428571,4,0.382246879334258
101,0.9722222222222222,35,36,3,6,3,0.02777777777777779,1,0.5639197102789335
102,1.0,13,13,4,5,2,0.0,0,0.5697642163661581
103,0.9565217391304348,22,23,6,13,2,0.04347826086956519,1,0.5863052523668818
104,0.2857142857142857,12,42,8,13,2,0.7142857142857143,4,0.29791955617198335
105,0.8571428571428571,6,7,4,5,3,0.1428571428571429,2,0.49251040221914005
106,0.9821428571428571,55,56,1,6,4,0.017857142857142905,1,0.5597260748959777
107,0.8461538461538461,77,91,7,12,3,0.15384615384615385,2,0.6114264376400298
108,0.13333333333333333,2,15,5,6,2,0.8666666666666667,4,0.1526583448913546
109,0.47368421052631576,9,19,7,8,4,0.5263157894736843,4,0.35528870720490546
110,0.8823529411764706,15,17,3,6,6,0.11764705882352944,2,0.5005384678143101
111,0.9545454545454546,21,22,7,9,1,0.045454545454545414,1,0.5986319505736982
112,0.92,23,25,7,10,5,0.07999999999999996,1,0.5842718446601942
113,0.75,3,4,3,4,3,0.25,3,0.42174063800277395
114,0.14705882352941177,5,34,5,9,2,0.8529411764705882,4,0.1779676919311414
115,0.5806451612903226,18,31,14,18,4,0.4193548387096774,3,0.520419668023802
116,1.0,171,171,4,6,4,0.0,0,0.7231622746185853
117,0.6206896551724138,18,29,7,11,4,0.3793103448275862,3,0.4385001673920321
118,1.0,11,11,6,8,2,0.0,0,0.5963938973647712
119,0.4838709677419355,15,31,4,4,3,0.5161290322580645,4,0.32917542839246566
120,0.9090909090909091,40,44,4,7,4,0.09090909090909094,1,0.5544067582902534
121,0.6956521739130435,16,23,8,16,7,0.30434782608695654,3,0.48444189832961465
122,0.9615384615384616,50,52,3,13,2,0.038461538461538436,1,0.5741118105195775
123,0.2,4,20,5,7,2,0.8,4,0.19084604715672676
124,0.625,20,32,1,3,3,0.375,3,0.35785367545076285
125,0.4,28,70,2,5,2,0.6,4,0.2965325936199723
126,0.4444444444444444,4,9,3,8,1,0.5555555555555556,4,0.273817229157035
127,1.0,26,26,5,8,4,0.0,0,0.5966712898751734
128,1.0,40,40,9,13,5,0.0,0,0.6674063800277392
129,0.37209302325581395,16,43,8,12,3,0.627906976744186,4,0.3420797987291552
130,0.10869565217391304,5,46,6,11,4,0.8913043478260869,4,0.18472230597599953
131,0.8936170212765957,42,47,4,8,5,0.1063829787234043,2,0.54958243574232
132,0.9428571428571428,33,35,8,15,8,0.05714285714285716,1,0.6196948682385576
133,0.7333333333333333,22,30,4,9,4,0.2666666666666667,3,0.4529357374017568
134,1.0,27,27,5,9,5,0.0,0,0.5976421636615811
136,0.6666666666666666,10,15,6,9,3,0.33333333333333337,3,0.4336107258437355
137,0.7722772277227723,78,101,2,6,5,0.2277227722772277,2,0.5127682948599992
138,0.7,14,20,8,12,5,0.30000000000000004,3,0.4837031900138696
139,0.5,5,10,4,6,4,0.5,4,0.3168515950069348
140,0.6923076923076923,18,26,9,12,5,0.3076923076923077,3,0.4999679931718767
141,0.375,12,32,5,10,2,0.625,4,0.28999653259361996
142,0.3793103448275862,11,29,2,4,4,0.6206896551724138,4,0.24638194079104692
143,0.7755102040816326,38,49,9,11,3,0.22448979591836737,2,0.5638993461462255
144,0.8076923076923077,21,26,5,10,4,0.1923076923076923,2,0.5005174437213272
145,0.38738738738738737,43,111,4,7,4,0.6126126126126126,4,0.358603541127813
146,0.7634408602150538,71,93,9,12,5,0.23655913978494625,2,0.6005831208148777
147,0.5846153846153846,38,65,12,22,8,0.41538461538461535,3,0.5268430598527687
148,0.07692307692307693,1,13,3,6,1,0.9230769230769231,4,0.0939400405419823
149,0.7307692307692307,38,52,6,10,2,0.2692307692307693,3,0.501584337992105
150,0.16129032258064516,5,31,9,16,5,0.8387096774193549,4,0.23931367724039193
151,1.0,2,2,2,2,1,0.0,0,0.5305131761442441
152,0.2857142857142857,4,14,4,5,2,0.7142857142857143,4,0.21359223300970873
153,0.9166666666666666,55,60,7,14,8,0.08333333333333337,1,0.6165857605177993
154,0.8181818181818182,18,22,4,5,3,0.18181818181818177,2,0.4875929895347372
155,0.9333333333333333,56,60,7,12,3,0.06666666666666665,1,0.6249190938511326
156,0.875,14,16,3,5,2,0.125,2,0.4958911234396671
157,0.34615384615384615,9,26,7,8,2,0.6538461538461539,4,0.298319641523525
158,0.7857142857142857,33,42,2,5,4,0.2142857142857143,2,0.46220527045769766
159,0.3472222222222222,25,72,8,12,6,0.6527777777777778,4,0.3577997380181846
160,0.8771929824561403,50,57,2,5,2,0.1228070175438597,2,0.5225077256247415
161,0.9310344827586207,27,29,10,15,3,0.06896551724137934,1,0.6365297240422785
162,0.9764705882352941,83,85,12,16,6,0.02352941176470591,1,0.7421881373908787
163,0.17647058823529413,3,17,4,8,7,0.8235294117647058,4,0.16188300562943625
164,0.9814814814814815,106,108,8,13,7,0.01851851851851849,1,0.709880823958494
165,0.78125,25,32,5,10,6,0.21875,2,0.49312153259362
166,0.9565217391304348,66,69,6,10,3,0.04347826086956519,1,0.6309654465416391
167,0.14285714285714285,2,14,9,11,3,0.8571428571428572,4,0.21359223300970875
168,0.9615384615384616,25,26,6,9,4,0.038461538461538436,1,0.5917262349301184
169,0.5384615384615384,21,39,3,7,4,0.46153846153846156,3,0.349951989757815
170,0.2413793103448276,7,29,8,12,2,0.7586206896551724,4,0.2631307092639533
171,1.0,30,30,8,10,3,0.0,0,0.6434119278779473
172,0.75,51,68,4,8,6,0.25,3,0.4981622746185853
173,0.9333333333333333,14,15,6,7,3,0.06666666666666665,1,0.5669440591770689
174,1.0,34,34,8,10,5,0.0,0,0.6472954230235783
175,0.6,18,30,5,9,5,0.4,3,0.40055478502080444
176,0.25,2,8,4,5,1,0.75,4,0.18990984743411926
177,0.1111111111111111,1,9,3,6,4,0.8888888888888888,4,0.10715056249036832
178,0.6153846153846154,32,52,11,12,4,0.3846153846153846,3,0.5153206017283687
179,0.631578947368421,12,19,10,15,4,0.368421052631579,3,0.47709321848310093
180,0.6666666666666666,8,12,5,6,2,0.33333333333333337,3,0.41641239019879794
181,0.6823529411764706,58,85,6,11,7,0.3176470588235294,3,0.5094150281471812
182,0.9661016949152542,171,177,6,10,5,0.03389830508474578,1,0.7406097933660876
183,0.7857142857142857,11,14,1,3,2,0.2142857142857143,2,0.4207350901525659
184,0.9047619047619048,19,21,6,6,4,0.09523809523809523,1,0.5584835876098012
185,0.029411764705882353,1,34,5,7,2,0.9705882352941176,4,0.11914416251937669
186,0.6538461538461539,34,52,7,12,2,0.34615384615384615,3,0.4774085138162808
187,0.3333333333333333,7,21,3,7,3,0.6666666666666667,4,0.22991215903837264
188,0.9444444444444444,17,18,4,5,4,0.05555555555555558,1,0.5468408075204192
189,0.9444444444444444,51,54,11,18,8,0.05555555555555558,1,0.6817922638310988
190,0.4,16,40,4,11,5,0.6,4,0.29597780859916784
191,0.07142857142857142,1,14,6,9,2,0.9285714285714286,4,0.13502080443828016
192,0.6470588235294118,11,17,5,6,4,0.3529411764705882,3,0.4114628375622094
193,0.375,6,16,6,8,5,0.625,4,0.28874826629681
194,0.5625,9,16,6,9,2,0.4375,3,0.38249826629680994
195,0.5,3,6,3,4,2,0.5,4,0.29868238557558946
196,0.43478260869565216,10,23,4,6,3,0.5652173913043479,4,0.29686425857806187
197,0.9824561403508771,168,171,5,7,4,0.01754385964912286,1,0.7286760590797381
198,0.05,1,20,3,2,2,0.95,4,0.0872746185852982
199,0.5,16,32,4,9,5,0.5,4,0.3382108183079057
200,0.07894736842105263,3,38,7,16,2,0.9210526315789473,4,0.17636688809402146
201,0.9629629629629629,26,27,7,10,4,0.03703703703703709,1,0.6076950737144912
202,0.6,3,5,3,5,2,0.4,3,0.3477115117891817
203,1.0,21,21,6,9,5,0.0,0,0.6061026352288489
204,0.9047619047619048,152,168,5,5,4,0.09523809523809523,1,0.6869163199260286
205,0.7333333333333333,11,15,3,9,7,0.2666666666666667,3,0.424086916319926
206,0.6052631578947368,23,38,5,6,4,0.39473684210526316,3,0.410953354259435
207,0.9444444444444444,17,18,10,12,2,0.05555555555555558,1,0.6325550932347049
208,0.95,38,40,8,11,4,0.050000000000000044,1,0.628120665742025
209,0.631578947368421,12,19,7,7,3,0.368421052631579,3,0.4342360756259581
210,0.29411764705882354,5,17,4,6,4,0.7058823529411764,4,0.22070653504120094
211,0.6578947368421053,25,38,12,16,5,0.3421052631578947,3,0.5372691437331192
212,0.15384615384615385,4,26,4,9,3,0.8461538461538461,4,0.159308652512536
213,0.8461538461538461,11,13,5,6,5,0.15384615384615385,2,0.5071268537287955
214,0.9166666666666666,11,12,2,4,2,0.08333333333333337,1,0.4985552473416551
215,0.9523809523809523,20,21,9,9,2,0.04761904761904767,1,0.6251502542764679
216,0.6304347826086957,29,46,10,18,6,0.3695652173913043,3,0.502734728336248
217,0.06666666666666667,1,15,5,8,3,0.9333333333333333,4,0.11932501155802128
218,0.9583333333333334,23,24,5,5,3,0.04166666666666663,1,0.5738962089690245
219,0.5,7,14,4,5,2,0.5,4,0.3207350901525659
220,0.8333333333333334,10,12,1,4,2,0.16666666666666663,2,0.44260286638927415
221,0.6153846153846154,8,13,4,5,2,0.3846153846153846,3,0.37745652405846586
222,0.358974358974359,14,39,8,15,5,0.641025641025641,4,0.3316369714427967
223,0.9052631578947369,86,95,5,7,3,0.09473684210526312,1,0.6162931600846777
224,0.8461538461538461,22,26,7,11,6,0.15384615384615385,2,0.548319641523525
225,0.8947368421052632,17,19,6,9,4,0.10526315789473684,2,0.5515293087086649
226,0.4411764705882353,15,34,1,3,4,0.5588235294117647,4,0.267883658317696
227,0.6206896551724138,18,29,7,7,4,0.3793103448275862,3,0.4385001673920321
228,0.6086956521739131,14,23,4,5,3,0.3913043478260869,3,0.38382078031719236
229,0.425,17,40,4,5,2,0.575,4,0.30847780859916785
230,0.8695652173913043,20,23,7,11,5,0.13043478260869568,2,0.5571127057830308
231,0.8,12,15,6,8,2,0.19999999999999996,2,0.5002773925104023
232,0.6666666666666666,16,24,6,12,4,0.33333333333333337,3,0.44234858992140547
233,0.9387755102040817,46,49,3,3,3,0.061224489795918324,1,0.5598177134931642
235,0.5483870967741935,17,31,5,8,5,0.4516129032258065,3,0.37571920719430896
236,0.8035714285714286,45,56,10,12,3,0.1964285714285714,2,0.5990117891816922
237,0.6666666666666666,14,21,1,3,2,0.33333333333333337,3,0.3680073971336107
238,0.56,14,25,7,11,4,0.43999999999999995,3,0.40427184466019417
239,0.7692307692307693,20,26,7,10,3,0.23076923076923073,2,0.5098581030619865
240,0.6176470588235294,21,34,3,6,4,0.38235294117647056,3,0.38469038100677166
241,1.0,19,19,5,6,1,0.0,0,0.5898751733703189
242,0.9565217391304348,22,23,11,14,7,0.04347826086956519,1,0.6577338237954532
243,0.875,7,8,3,5,3,0.125,2,0.488124133148405
244,0.9354838709677419,29,31,5,7,3,0.06451612903225812,1,0.5692675942910831
245,0.5609756097560976,23,41,4,5,4,0.4390243902439024,3,0.37743648726362444
246,0.4444444444444444,32,72,9,14,5,0.5555555555555556,4,0.42069656341501005
247,0.625,15,24,8,10,4,0.375,3,0.4500866851595007
248,0.6,9,15,5,5,4,0.4,3,0.38599167822468794
249,0.9105691056910569,112,123,1,1,5,0.08943089430894313,1,0.588987742859398
250,0.2857142857142857,6,21,6,15,3,0.7142857142857143,4,0.24895977808599168
251,0.0,0,4,3,3,2,1.0,4,0.04674063800277393
252,0.25,7,28,4,7,2,0.75,4,0.20932732316227462
253,0.4375,14,32,3,7,6,0.5625,4,0.2926751040221914
254,0.7058823529411765,24,34,5,5,3,0.2941176470588235,3,0.4573794566370238
255,1.0,38,38,11,16,2,0.0,0,0.6940360610263523
256,0.7931034482758621,23,29,3,5,3,0.2068965517241379,2,0.46756420680089916
257,1.0,13,13,5,10,2,0.0,0,0.5840499306518724
258,0.7043478260869566,81,115,6,12,4,0.29565217391304344,3,0.5495386841946572
259,0.15625,5,32,7,10,2,0.84375,4,0.20919296116504854
260,0.5416666666666666,13,24,8,10,1,0.45833333333333337,3,0.408420018492834
261,1.0,14,14,5,6,3,0.0,0,0.5850208044382801
262,0.0,0,9,4,6,3,1.0,4,0.06588072122052704
263,0.8571428571428571,30,35,5,8,2,0.1428571428571429,2,0.5339805825242718
264,0.6511627906976745,28,43,5,10,5,0.34883720930232553,3,0.43875753959294267
265,1.0,17,17,6,10,2,0.0,0,0.6022191400832178
266,0.15384615384615385,2,13,4,5,2,0.8461538461538461,4,0.14668729328923505
267,0.9,63,70,6,8,3,0.09999999999999998,1,0.6036754507628295
268,0.4594594594594595,17,37,3,7,3,0.5405405405405406,4,0.30850920268396
269,0.6153846153846154,8,13,4,7,3,0.3846153846153846,3,0.37745652405846586
270,0.3684210526315789,7,19,7,11,3,0.631578947368421,4,0.30265712825753704
271,0.2222222222222222,2,9,4,7,3,0.7777777777777778,4,0.17699183233163815
272,0.8363636363636363,92,110,1,2,4,0.1636363636363637,2,0.5392636489723868
273,0.9523809523809523,20,21,5,8,6,0.04761904761904767,1,0.5680073971336107
274,0.2558139534883721,11,43,7,12,1,0.7441860465116279,4,0.26965454955972
275,0.8333333333333334,10,12,4,8,3,0.16666666666666663,2,0.485460009246417
276,0.8888888888888888,16,18,5,7,2,0.11111111111111116,2,0.5333487440283556
277,0.5454545454545454,6,11,3,3,2,0.4545454545454546,3,0.326264027234901
278,0.375,6,16,6,8,4,0.625,4,0.28874826629681
279,0.9,18,20,5,11,1,0.09999999999999998,1,0.5408460471567268
280,0.6301369863013698,46,73,3,4,4,0.36986301369863017,3,0.42879942241559477
281,0.42424242424242425,14,33,7,18,4,0.5757575757575757,4,0.34416004707266845
282,0.3333333333333333,2,6,3,4,2,0.6666666666666667,4,0.2153490522422561
283,0.6190476190476191,13,21,5,12,4,0.38095238095238093,3,0.4013407304669441
284,1.0,47,47,9,14,1,0.0,0,0.6742024965325936
285,0.7096774193548387,22,31,5,10,3,0.29032258064516125,3,0.4563643684846316
286,0.4,28,70,3,5,1,0.6,4,0.3108183079056866
287,1.0,56,56,11,17,4,0.0,0,0.7115117891816921
288,0.2727272727272727,3,11,2,3,3,0.7272727272727273,4,0.17561467658555038
289,0.5238095238095238,22,42,3,5,3,0.47619047619047616,3,0.345538603791031
290,0.1590909090909091,7,44,3,4,1,0.8409090909090909,4,0.16512104400453914
292,1.0,29,29,4,10,5,0.0,0,0.5852981969486823
293,0.4583333333333333,11,24,1,4,3,0.5416666666666667,4,0.26675335182616733
294,0.4,2,5,2,3,2,0.6,4,0.23342579750346742
295,0.5789473684210527,11,19,6,12,2,0.42105263157894735,3,0.3936345718665596
296,0.48148148148148145,13,27,4,6,5,0.5185185185185186,4,0.3240971901166076
297,1.0,7,7,2,3,2,0.0,0,0.5353675450762829
298,0.7142857142857143,10,14,8,10,5,0.2857142857142857,3,0.48502080443828016
299,0.5357142857142857,15,28,4,8,4,0.4642857142857143,3,0.3521844660194175
300,0.631578947368421,12,19,6,11,3,0.368421052631579,3,0.41995036134024377
301,0.14285714285714285,1,7,3,3,3,0.8571428571428572,4,0.12108183079056865
302,0.8461538461538461,22,26,4,8,1,0.15384615384615385,2,0.5054624986663822
303,0.2857142857142857,10,35,7,8,4,0.7142857142857143,4,0.2768377253814147
304,0.0,0,26,4,8,2,1.0,4,0.08238557558945908
305,0.8,8,10,3,5,2,0.19999999999999996,2,0.45256588072122056
306,0.30434782608695654,7,23,5,11,3,0.6956521739130435,4,0.24593258155942838
307,0.9230769230769231,12,13,1,2,2,0.07692307692307687,1,0.48844553504747684
308,0.7777777777777778,7,9,2,4,2,0.2222222222222222,2,0.4261981815379874
309,0.3333333333333333,11,33,5,7,2,0.6666666666666667,4,0.2701340730466944
310,1.0,23,23,3,6,3,0.0,0,0.5651872399445215
311,0.08333333333333333,1,12,1,4,2,0.9166666666666666,4,0.06760286638927415
312,0.625,5,8,4,5,5,0.375,3,0.3774098474341193
313,0.5,2,4,3,4,2,0.5,4,0.29674063800277395
314,0.6037735849056604,32,53,4,6,4,0.39622641509433965,3,0.410485960275299
315,0.5,9,18,5,7,2,0.5,4,0.3389042995839113
316,0.9661016949152542,114,118,4,5,5,0.03389830508474578,1,0.6547568113966008
317,0.7619047619047619,16,21,8,10,3,0.23809523809523814,2,0.5156264447526583
318,0.7037037037037037,19,27,6,16,5,0.2962962962962963,3,0.4637797297991473
319,0.9387755102040817,46,49,11,17,5,0.061224489795918324,1,0.6741034277788786
320,0.5,6,12,5,7,2,0.5,4,0.33307905686546463
321,0.07692307692307693,1,13,4,7,1,0.9230769230769231,4,0.10822575482769659
322,0.3157894736842105,6,19,3,9,2,0.6842105263157895,4,0.2191984816409957
323,0.6666666666666666,4,6,1,2,3,0.33333333333333337,3,0.3534442903374942
324,0.896551724137931,26,29,9,11,5,0.10344827586206895,2,0.6050026304462194
325,0.5416666666666666,13,24,8,12,2,0.45833333333333337,3,0.408420018492834
326,1.0,15,15,4,4,2,0.0,0,0.5717059639389737
327,0.45,9,20,6,8,3,0.55,4,0.33013176144244105
328,0.7636363636363637,42,55,4,8,4,0.23636363636363633,2,0.49235909721346616
329,0.74,37,50,3,4,3,0.26,3,0.4614008321775312
330,0.8125,26,32,7,11,6,0.1875,2,0.5373179611650486
331,0.0,0,2,1,1,2,1.0,4,0.01622746185852982
332,0.9230769230769231,12,13,7,9,4,0.07692307692307687,1,0.5741598207617625
333,0.9,9,10,4,5,3,0.09999999999999998,1,0.5168515950069348
334,0.6829268292682927,28,41,1,3,3,0.31707317073170727,3,0.3955549541625791
335,1.0,25,25,3,3,3,0.0,0,0.567128987517337
336,1.0,16,16,6,7,3,0.0,0,0.60124826629681
337,0.9285714285714286,26,28,7,9,2,0.0714285714285714,1,0.5914701803051318
338,0.8064516129032258,25,31,2,3,2,0.19354838709677424,2,0.4618943224016822
339,0.3333333333333333,1,3,1,3,2,0.6666666666666667,4,0.18386500231160424
340,0.8278145695364238,125,151,2,7,4,0.17218543046357615,2,0.5890806550872133
341,1.0,30,30,8,16,5,0.0,0,0.6434119278779473
342,0.46153846153846156,6,13,6,7,4,0.5384615384615384,4,0.32910487570681746
343,0.4444444444444444,16,36,7,18,9,0.5555555555555556,4,0.35717367853290183
344,0.6428571428571429,9,14,2,5,5,0.3571428571428571,3,0.3635922330097088
345,0.375,3,8,4,7,2,0.625,4,0.25240984743411926
346,0.8571428571428571,18,21,7,12,2,0.1428571428571429,2,0.5489597780859916
347,0.8333333333333334,15,18,4,9,8,0.16666666666666663,2,0.49128525196486367
348,0.92,23,25,4,5,7,0.07999999999999996,1,0.5414147018030513
349,0.56,14,25,7,9,4,0.43999999999999995,3,0.40427184466019417
350,0.8214285714285714,23,28,7,9,2,0.1785714285714286,2,0.5378987517337032
351,1.0,40,40,9,11,4,0.0,0,0.6674063800277392
352,0.3684210526315789,7,19,5,8,2,0.631578947368421,4,0.27408569968610846
353,0.5714285714285714,4,7,6,7,2,0.4285714285714286,3,0.3782246879334258
354,0.4375,7,16,4,5,2,0.5625,4,0.2914268377253814
355,0.65,13,20,1,4,5,0.35,3,0.35870319001386963
356,0.9375,15,16,5,5,4,0.0625,1,0.5557125520110957
357,0.08,2,25,5,9,4,0.92,4,0.1357004160887656
358,1.0,11,11,6,9,5,0.0,0,0.5963938973647712
359,0.3333333333333333,19,57,6,9,3,0.6666666666666667,4,0.3077207582061951
360,1.0,29,29,6,10,3,0.0,0,0.6138696255201109
361,0.14285714285714285,1,7,3,5,3,0.8571428571428572,4,0.12108183079056865
362,0.4642857142857143,13,28,10,14,4,0.5357142857142857,4,0.4021844660194175
363,0.8,20,25,5,7,3,0.19999999999999996,2,0.49570041608876564
364,0.45454545454545453,5,11,4,8,4,0.5454545454545454,4,0.2950951960660699
365,1.0,34,34,8,14,3,0.0,0,0.6472954230235783
366,0.0,0,1,1,1,1,1.0,4,0.015256588072122053
367,0.8947368421052632,34,38,9,12,4,0.10526315789473684,2,0.6128330535075553
368,0.9705882352941176,33,34,3,3,4,0.02941176470588236,1,0.5611609692420657
