genre_id,ts_listen,media_id,album_id,context_type,release_date,platform_name,platform_family,media_duration,listen_type,user_gender,user_id,artist_id,user_age,is_listened,listen_date,release_date_parsed,days_after_release,gap_category
0,261,132123604,14038232,0,20160916,1,0,285,0,0,2196,1519461,24,1,1970-01-01 00:04:21,2016-09-16,-17060,>1 year early
0,8,132123608,14038232,2,20160916,1,0,215,0,0,12297,1519461,18,1,1970-01-01 00:00:08,2016-09-16,-17060,>1 year early
0,1230764491,132198352,14048082,2,20160916,1,0,229,0,1,19655,17,23,1,2008-12-31 23:01:31,2016-09-16,-2816,>1 year early
0,1230764722,132198354,14048082,2,20160916,1,0,509,0,1,19655,17,23,1,2008-12-31 23:05:22,2016-09-16,-2816,>1 year early
0,1478217312,135374464,14459418,3,20161104,0,0,222,0,0,12828,12178,26,0,2016-11-03 23:55:12,2016-11-04,-1,1-7 days early
3645,1356998555,79598838,7929066,0,20140602,1,0,220,0,1,15841,1651095,19,1,2013-01-01 00:02:35,2014-06-02,-517,>1 year early
734,281,95813354,9746786,1,20150310,1,0,229,1,0,13719,74804,19,1,1970-01-01 00:04:41,2015-03-10,-16504,>1 year early
0,1420070469,119305448,12425198,0,20160304,1,0,211,0,0,10060,1191615,19,0,2015-01-01 00:01:09,2016-03-04,-428,>1 year early
0,1478240228,126702309,13348931,6,20161127,1,2,188,1,0,86,1172097,25,1,2016-11-04 06:17:08,2016-11-27,-23,1wk-1mo early
0,1479335440,126702309,13348931,6,20161127,1,2,188,1,0,86,1172097,25,1,2016-11-16 22:30:40,2016-11-27,-11,1wk-1mo early
0,1479183668,126702309,13348931,6,20161127,1,2,188,1,0,86,1172097,25,1,2016-11-15 04:21:08,2016-11-27,-12,1wk-1mo early
0,1764,118693364,12342262,0,20160219,1,0,196,0,1,17416,92773,22,1,1970-01-01 00:29:24,2016-02-19,-16850,>1 year early
25,874853,937330,105411,0,20080127,1,0,195,0,0,3406,75781,18,1,1970-01-11 03:00:53,2008-01-27,-13895,>1 year early
0,1479923479,134991062,14405838,3,20161216,1,0,218,0,0,3184,1198335,24,1,2016-11-23 17:51:19,2016-12-16,-23,1wk-1mo early
0,1479923469,134991062,14405838,3,20161216,1,0,218,0,0,3184,1198335,24,0,2016-11-23 17:51:09,2016-12-16,-23,1wk-1mo early
0,1479904983,134991062,14405838,3,20161216,1,0,218,0,0,3184,1198335,24,1,2016-11-23 12:43:03,2016-12-16,-23,1wk-1mo early
0,1479888791,134991062,14405838,3,20161216,1,0,218,0,0,3184,1198335,24,1,2016-11-23 08:13:11,2016-12-16,-23,1wk-1mo early
0,1479411875,134991062,14405838,28,20161216,0,0,218,0,0,15147,1198335,22,1,2016-11-17 19:44:35,2016-12-16,-29,1wk-1mo early
0,1480409490,134991062,14405838,3,20161216,1,0,218,0,0,3184,1198335,24,1,2016-11-29 08:51:30,2016-12-16,-17,1wk-1mo early
0,1479814687,134991062,14405838,3,20161216,1,0,218,0,0,3184,1198335,24,1,2016-11-22 11:38:07,2016-12-16,-24,1wk-1mo early
0,1479804821,134991062,14405838,3,20161216,1,0,218,0,0,3184,1198335,24,1,2016-11-22 08:53:41,2016-12-16,-24,1wk-1mo early
0,1480207320,134991062,14405838,3,20161216,1,0,218,0,0,3184,1198335,24,1,2016-11-27 00:42:00,2016-12-16,-19,1wk-1mo early
0,1479770045,134991062,14405838,3,20161216,2,1,218,0,0,3184,1198335,24,1,2016-11-21 23:14:05,2016-12-16,-25,1wk-1mo early
0,1479768658,134991062,14405838,3,20161216,2,1,218,0,0,3184,1198335,24,1,2016-11-21 22:50:58,2016-12-16,-25,1wk-1mo early
0,1480528515,134991062,14405838,3,20161216,1,0,218,0,0,3184,1198335,24,1,2016-11-30 17:55:15,2016-12-16,-16,1wk-1mo early
0,1480528302,134991062,14405838,3,20161216,1,0,218,0,0,3184,1198335,24,1,2016-11-30 17:51:42,2016-12-16,-16,1wk-1mo early
0,1479277237,134991062,14405838,2,20161216,2,1,218,0,0,12608,1198335,20,1,2016-11-16 06:20:37,2016-12-16,-30,1-3mo early
0,1480017388,134991062,14405838,0,20161216,1,0,218,0,0,3184,1198335,24,1,2016-11-24 19:56:28,2016-12-16,-22,1wk-1mo early
0,1479241922,134991062,14405838,2,20161216,0,0,218,0,0,12608,1198335,20,0,2016-11-15 20:32:02,2016-12-16,-31,1-3mo early
0,1480585081,134991062,14405838,4,20161216,0,0,218,1,0,926,1198335,21,1,2016-12-01 09:38:01,2016-12-16,-15,1wk-1mo early
0,1480597264,134991062,14405838,4,20161216,0,0,218,1,0,926,1198335,21,1,2016-12-01 13:01:04,2016-12-16,-15,1wk-1mo early
0,1480126083,134991062,14405838,7,20161216,2,1,218,1,0,557,1198335,21,1,2016-11-26 02:08:03,2016-12-16,-20,1wk-1mo early
0,1480166349,134991062,14405838,2,20161216,2,1,218,0,0,12608,1198335,20,1,2016-11-26 13:19:09,2016-12-16,-20,1wk-1mo early
0,1478215019,135370914,14459028,7,20161104,2,1,84,1,0,54,1935,26,1,2016-11-03 23:16:59,2016-11-04,-1,1-7 days early
7,315995966,1143619,122551,0,20070618,1,0,207,0,0,3746,6874,28,1,1980-01-06 08:39:26,2007-06-18,-10025,>1 year early
7,316082904,1143619,122551,0,20070618,1,0,207,0,0,3746,6874,28,0,1980-01-07 08:48:24,2007-06-18,-10024,>1 year early
7,316202183,1143619,122551,0,20070618,1,0,207,0,0,3746,6874,28,1,1980-01-08 17:56:23,2007-06-18,-10023,>1 year early
7,316189069,1143619,122551,0,20070618,1,0,207,0,0,3746,6874,28,1,1980-01-08 14:17:49,2007-06-18,-10023,>1 year early
7,316091901,1143619,122551,0,20070618,1,0,207,0,0,3746,6874,28,1,1980-01-07 11:18:21,2007-06-18,-10024,>1 year early
7,316511239,1143619,122551,0,20070618,1,0,207,0,0,3746,6874,28,1,1980-01-12 07:47:19,2007-06-18,-10019,>1 year early
7,316395982,1143619,122551,0,20070618,1,0,207,0,0,3746,6874,28,1,1980-01-10 23:46:22,2007-06-18,-10021,>1 year early
7,316323456,1143619,122551,0,20070618,1,0,207,0,0,3746,6874,28,1,1980-01-10 03:37:36,2007-06-18,-10021,>1 year early
0,1478389639,135203370,14435980,2,20161209,0,0,157,0,1,7533,1670355,25,1,2016-11-05 23:47:19,2016-12-09,-34,1-3mo early
0,1478389619,135203392,14435980,2,20161209,0,0,249,0,1,7533,1670355,25,0,2016-11-05 23:46:59,2016-12-09,-34,1-3mo early
0,1478389584,135203374,14435980,0,20161209,0,0,170,0,1,7533,1670355,25,1,2016-11-05 23:46:24,2016-12-09,-34,1-3mo early
0,1478339536,135203384,14435980,0,20161209,0,0,236,0,0,6700,1670355,26,0,2016-11-05 09:52:16,2016-12-09,-34,1-3mo early
0,1478425866,135203384,14435980,0,20161209,0,0,236,0,0,5021,1670355,21,1,2016-11-06 09:51:06,2016-12-09,-33,1-3mo early
0,1478427256,135203384,14435980,0,20161209,0,0,236,0,0,5021,1670355,21,0,2016-11-06 10:14:16,2016-12-09,-33,1-3mo early
0,1478904560,135203374,14435980,0,20161209,1,0,170,0,0,1530,1670355,26,0,2016-11-11 22:49:20,2016-12-09,-28,1wk-1mo early
0,1478878923,135203374,14435980,0,20161209,0,0,170,0,0,4149,1670355,23,1,2016-11-11 15:42:03,2016-12-09,-28,1wk-1mo early
0,1478864861,135203384,14435980,2,20161209,0,0,236,0,0,2953,1670355,20,1,2016-11-11 11:47:41,2016-12-09,-28,1wk-1mo early
0,1478864690,135203374,14435980,2,20161209,0,0,170,0,0,2953,1670355,20,1,2016-11-11 11:44:50,2016-12-09,-28,1wk-1mo early
0,1478865554,135203384,14435980,4,20161209,0,0,236,1,0,2953,1670355,20,0,2016-11-11 11:59:14,2016-12-09,-28,1wk-1mo early
0,1478884821,135203374,14435980,4,20161209,0,0,170,1,0,2953,1670355,20,1,2016-11-11 17:20:21,2016-12-09,-28,1wk-1mo early
0,1478865805,135203374,14435980,4,20161209,0,0,170,1,0,2953,1670355,20,1,2016-11-11 12:03:25,2016-12-09,-28,1wk-1mo early
0,1478860819,135203384,14435980,0,20161209,0,0,236,0,0,3942,1670355,21,0,2016-11-11 10:40:19,2016-12-09,-28,1wk-1mo early
0,1478274165,135203384,14435980,16,20161209,2,1,236,0,0,7624,1670355,30,1,2016-11-04 15:42:45,2016-12-09,-35,1-3mo early
0,1478348229,135203384,14435980,0,20161209,1,0,236,0,1,457,1670355,28,0,2016-11-05 12:17:09,2016-12-09,-34,1-3mo early
0,1478464948,135203392,14435980,2,20161209,0,0,249,0,1,6901,1670355,27,0,2016-11-06 20:42:28,2016-12-09,-33,1-3mo early
0,1478803812,135203384,14435980,4,20161209,0,0,236,1,0,5391,1670355,23,1,2016-11-10 18:50:12,2016-12-09,-29,1wk-1mo early
0,1478804536,135203374,14435980,4,20161209,0,0,170,1,0,5391,1670355,23,1,2016-11-10 19:02:16,2016-12-09,-29,1wk-1mo early
0,1478822163,135203374,14435980,0,20161209,0,0,170,0,0,3192,1670355,21,1,2016-11-10 23:56:03,2016-12-09,-29,1wk-1mo early
0,1479078134,135203374,14435980,0,20161209,0,0,170,0,1,9342,1670355,18,0,2016-11-13 23:02:14,2016-12-09,-26,1wk-1mo early
0,1479029478,135203384,14435980,0,20161209,0,0,236,0,1,3635,1670355,20,0,2016-11-13 09:31:18,2016-12-09,-26,1wk-1mo early
0,1479052770,135203374,14435980,0,20161209,0,0,170,0,1,3635,1670355,20,0,2016-11-13 15:59:30,2016-12-09,-26,1wk-1mo early
0,1479042813,135203384,14435980,0,20161209,0,0,236,0,1,3635,1670355,20,0,2016-11-13 13:13:33,2016-12-09,-26,1wk-1mo early
0,1479151977,135203374,14435980,0,20161209,1,0,170,0,1,11323,1670355,20,0,2016-11-14 19:32:57,2016-12-09,-25,1wk-1mo early
0,1479162858,135203384,14435980,3,20161209,1,0,236,0,0,11674,1670355,26,0,2016-11-14 22:34:18,2016-12-09,-25,1wk-1mo early
0,1479162877,135203374,14435980,3,20161209,1,0,170,0,0,11674,1670355,26,0,2016-11-14 22:34:37,2016-12-09,-25,1wk-1mo early
0,1479421873,135203384,14435980,1,20161209,0,0,236,1,1,74,1670355,23,0,2016-11-17 22:31:13,2016-12-09,-22,1wk-1mo early
0,1479402612,135203374,14435980,4,20161209,0,0,170,1,0,837,1670355,22,1,2016-11-17 17:10:12,2016-12-09,-22,1wk-1mo early
0,1479402374,135203384,14435980,4,20161209,0,0,236,1,0,837,1670355,22,1,2016-11-17 17:06:14,2016-12-09,-22,1wk-1mo early
0,1479377623,135203392,14435980,2,20161209,0,0,249,0,0,6535,1670355,20,1,2016-11-17 10:13:43,2016-12-09,-22,1wk-1mo early
0,1479377215,135203374,14435980,2,20161209,0,0,170,0,0,6535,1670355,20,1,2016-11-17 10:06:55,2016-12-09,-22,1wk-1mo early
0,1479377208,135203370,14435980,2,20161209,0,0,157,0,0,6535,1670355,20,0,2016-11-17 10:06:48,2016-12-09,-22,1wk-1mo early
0,1479377386,135203384,14435980,2,20161209,0,0,236,0,0,6535,1670355,20,1,2016-11-17 10:09:46,2016-12-09,-22,1wk-1mo early
0,1479387938,135203374,14435980,4,20161209,0,0,170,1,0,5058,1670355,22,1,2016-11-17 13:05:38,2016-12-09,-22,1wk-1mo early
0,1479387455,135203384,14435980,4,20161209,0,0,236,1,0,5058,1670355,22,1,2016-11-17 12:57:35,2016-12-09,-22,1wk-1mo early
0,1479484291,135203374,14435980,0,20161209,0,0,170,0,0,886,1670355,19,1,2016-11-18 15:51:31,2016-12-09,-21,1wk-1mo early
0,1479470194,135203374,14435980,0,20161209,0,0,170,0,0,886,1670355,19,1,2016-11-18 11:56:34,2016-12-09,-21,1wk-1mo early
0,1479451251,135203374,14435980,0,20161209,0,0,170,0,0,886,1670355,19,1,2016-11-18 06:40:51,2016-12-09,-21,1wk-1mo early
0,1479450279,135203374,14435980,0,20161209,0,0,170,0,0,886,1670355,19,1,2016-11-18 06:24:39,2016-12-09,-21,1wk-1mo early
0,1479512386,135203374,14435980,0,20161209,0,0,170,0,0,886,1670355,19,1,2016-11-18 23:39:46,2016-12-09,-21,1wk-1mo early
0,1479500871,135203374,14435980,0,20161209,0,0,170,0,0,886,1670355,19,1,2016-11-18 20:27:51,2016-12-09,-21,1wk-1mo early
0,1479500389,135203374,14435980,0,20161209,0,0,170,0,0,886,1670355,19,1,2016-11-18 20:19:49,2016-12-09,-21,1wk-1mo early
0,1479469713,135203374,14435980,0,20161209,0,0,170,0,0,886,1670355,19,1,2016-11-18 11:48:33,2016-12-09,-21,1wk-1mo early
0,1479512376,135203374,14435980,0,20161209,0,0,170,0,0,886,1670355,19,0,2016-11-18 23:39:36,2016-12-09,-21,1wk-1mo early
0,1479476622,135203374,14435980,0,20161209,0,0,170,0,0,886,1670355,19,1,2016-11-18 13:43:42,2016-12-09,-21,1wk-1mo early
0,1479588225,135203384,14435980,9,20161209,0,0,236,0,1,2367,1670355,19,0,2016-11-19 20:43:45,2016-12-09,-20,1wk-1mo early
0,1479551064,135203374,14435980,0,20161209,0,0,170,0,0,489,1670355,26,1,2016-11-19 10:24:24,2016-12-09,-20,1wk-1mo early
0,1479570046,135203384,14435980,0,20161209,0,0,236,0,1,4898,1670355,21,1,2016-11-19 15:40:46,2016-12-09,-20,1wk-1mo early
0,1479667570,135203384,14435980,9,20161209,0,0,236,0,0,11402,1670355,30,1,2016-11-20 18:46:10,2016-12-09,-19,1wk-1mo early
0,1479669327,135203384,14435980,9,20161209,0,0,236,0,0,11402,1670355,30,1,2016-11-20 19:15:27,2016-12-09,-19,1wk-1mo early
0,1479667811,135203384,14435980,9,20161209,0,0,236,0,0,11402,1670355,30,1,2016-11-20 18:50:11,2016-12-09,-19,1wk-1mo early
0,1479669823,135203384,14435980,9,20161209,0,0,236,0,0,11402,1670355,30,1,2016-11-20 19:23:43,2016-12-09,-19,1wk-1mo early
0,1479668055,135203384,14435980,9,20161209,0,0,236,0,0,11402,1670355,30,1,2016-11-20 18:54:15,2016-12-09,-19,1wk-1mo early
0,1479648625,135203384,14435980,0,20161209,0,0,236,0,1,4787,1670355,18,1,2016-11-20 13:30:25,2016-12-09,-19,1wk-1mo early
0,1479666248,135203384,14435980,0,20161209,1,0,236,0,0,5340,1670355,26,1,2016-11-20 18:24:08,2016-12-09,-19,1wk-1mo early
0,1480269313,135203384,14435980,19,20161209,2,1,236,0,0,2176,1670355,30,1,2016-11-27 17:55:13,2016-12-09,-12,1wk-1mo early
0,1480269586,135203384,14435980,0,20161209,0,0,236,0,0,5293,1670355,19,1,2016-11-27 17:59:46,2016-12-09,-12,1wk-1mo early
0,1480265726,135203384,14435980,4,20161209,1,0,236,1,0,11950,1670355,28,1,2016-11-27 16:55:26,2016-12-09,-12,1wk-1mo early
0,1480268474,135203374,14435980,0,20161209,0,0,170,0,0,3333,1670355,23,1,2016-11-27 17:41:14,2016-12-09,-12,1wk-1mo early
0,1480215022,135203392,14435980,0,20161209,0,0,249,0,0,827,1670355,19,1,2016-11-27 02:50:22,2016-12-09,-12,1wk-1mo early
0,1480209798,135203392,14435980,0,20161209,0,0,249,0,0,827,1670355,19,1,2016-11-27 01:23:18,2016-12-09,-12,1wk-1mo early
0,1478477184,135203384,14435980,0,20161209,0,0,236,0,0,10197,1670355,25,1,2016-11-07 00:06:24,2016-12-09,-32,1-3mo early
0,1478531728,135203384,14435980,2,20161209,0,0,236,0,0,1116,1670355,22,1,2016-11-07 15:15:28,2016-12-09,-32,1-3mo early
0,1478531724,135203374,14435980,2,20161209,0,0,170,0,0,1116,1670355,22,0,2016-11-07 15:15:24,2016-12-09,-32,1-3mo early
0,1478503202,135203384,14435980,0,20161209,0,0,236,0,0,1169,1670355,19,1,2016-11-07 07:20:02,2016-12-09,-32,1-3mo early
0,1478503195,135203384,14435980,0,20161209,0,0,236,0,0,1169,1670355,19,0,2016-11-07 07:19:55,2016-12-09,-32,1-3mo early
0,1478504593,135203384,14435980,0,20161209,0,0,236,0,0,5021,1670355,21,1,2016-11-07 07:43:13,2016-12-09,-32,1-3mo early
0,1478760793,135203384,14435980,2,20161209,0,0,236,0,0,323,1670355,25,1,2016-11-10 06:53:13,2016-12-09,-29,1wk-1mo early
0,1478760785,135203392,14435980,2,20161209,0,0,249,0,0,323,1670355,25,0,2016-11-10 06:53:05,2016-12-09,-29,1wk-1mo early
0,1478956247,135203374,14435980,1,20161209,1,0,170,1,0,4131,1670355,26,1,2016-11-12 13:10:47,2016-12-09,-27,1wk-1mo early
0,1478971546,135203384,14435980,2,20161209,0,0,236,0,0,908,1670355,19,1,2016-11-12 17:25:46,2016-12-09,-27,1wk-1mo early
0,1478992053,135203384,14435980,4,20161209,0,0,236,1,1,6543,1670355,23,1,2016-11-12 23:07:33,2016-12-09,-27,1wk-1mo early
0,1478989860,135203384,14435980,4,20161209,0,0,236,1,1,6543,1670355,23,1,2016-11-12 22:31:00,2016-12-09,-27,1wk-1mo early
0,1478981420,135203384,14435980,4,20161209,0,0,236,1,1,6543,1670355,23,1,2016-11-12 20:10:20,2016-12-09,-27,1wk-1mo early
0,1478985830,135203384,14435980,4,20161209,0,0,236,1,1,6543,1670355,23,1,2016-11-12 21:23:50,2016-12-09,-27,1wk-1mo early
0,1478986366,135203384,14435980,4,20161209,0,0,236,1,1,6543,1670355,23,1,2016-11-12 21:32:46,2016-12-09,-27,1wk-1mo early
0,1478989658,135203384,14435980,4,20161209,0,0,236,1,1,6543,1670355,23,1,2016-11-12 22:27:38,2016-12-09,-27,1wk-1mo early
0,1478989051,135203384,14435980,4,20161209,0,0,236,1,1,6543,1670355,23,1,2016-11-12 22:17:31,2016-12-09,-27,1wk-1mo early
0,1478990742,135203384,14435980,4,20161209,0,0,236,1,1,6543,1670355,23,1,2016-11-12 22:45:42,2016-12-09,-27,1wk-1mo early
0,1478992877,135203384,14435980,4,20161209,0,0,236,1,1,6543,1670355,23,1,2016-11-12 23:21:17,2016-12-09,-27,1wk-1mo early
0,1479062320,135203384,14435980,3,20161209,1,0,236,0,1,8501,1670355,24,0,2016-11-13 18:38:40,2016-12-09,-26,1wk-1mo early
0,1479151538,135203374,14435980,0,20161209,0,0,170,0,0,2189,1670355,25,0,2016-11-14 19:25:38,2016-12-09,-25,1wk-1mo early
0,1479139419,135203384,14435980,4,20161209,1,0,236,1,0,15809,1670355,19,0,2016-11-14 16:03:39,2016-12-09,-25,1wk-1mo early
0,1479139589,135203374,14435980,4,20161209,1,0,170,1,0,15809,1670355,19,0,2016-11-14 16:06:29,2016-12-09,-25,1wk-1mo early
0,1479477672,135203374,14435980,4,20161209,0,0,170,1,0,2102,1670355,28,1,2016-11-18 14:01:12,2016-12-09,-21,1wk-1mo early
0,1479477435,135203384,14435980,4,20161209,0,0,236,1,0,2102,1670355,28,1,2016-11-18 13:57:15,2016-12-09,-21,1wk-1mo early
0,1479461632,135203370,14435980,4,20161209,0,0,157,1,0,2102,1670355,28,1,2016-11-18 09:33:52,2016-12-09,-21,1wk-1mo early
0,1479461382,135203392,14435980,4,20161209,0,0,249,1,0,2102,1670355,28,1,2016-11-18 09:29:42,2016-12-09,-21,1wk-1mo early
0,1479457276,135203384,14435980,4,20161209,0,0,236,1,0,2102,1670355,28,1,2016-11-18 08:21:16,2016-12-09,-21,1wk-1mo early
0,1479480755,135203392,14435980,4,20161209,0,0,249,1,0,2102,1670355,28,1,2016-11-18 14:52:35,2016-12-09,-21,1wk-1mo early
0,1479457515,135203374,14435980,4,20161209,0,0,170,1,0,2102,1670355,28,1,2016-11-18 08:25:15,2016-12-09,-21,1wk-1mo early
0,1479481005,135203370,14435980,4,20161209,0,0,157,1,0,2102,1670355,28,1,2016-11-18 14:56:45,2016-12-09,-21,1wk-1mo early
