user_id,segment,skip_rate,listen_rate,total_sessions
38,Frequent Skipper (>50%),0.6670179135932561,0.3329820864067439,949
39,Frequent Skipper (>50%),0.8099902056807051,0.19000979431929482,1021
40,Rarely Skips (<10%),0.07616361071932298,0.923836389280677,709
41,Rarely Skips (<10%),0.0678733031674208,0.9321266968325792,884
42,Rarely Skips (<10%),0.07658643326039383,0.9234135667396062,914
43,Frequent Skipper (>50%),0.7013388259526261,0.29866117404737386,971
44,Frequent Skipper (>50%),0.6495327102803738,0.35046728971962615,856
45,Occasional Skipper (10-25%),0.247557003257329,0.752442996742671,921
46,Frequent Skipper (>50%),0.8923719958202717,0.10762800417972831,957
47,Occasional Skipper (10-25%),0.1540084388185654,0.8459915611814346,948
48,Occasional Skipper (10-25%),0.11662531017369726,0.8833746898263027,403
49,Moderate Skipper (25-50%),0.3846918489065606,0.6153081510934394,1006
50,Moderate Skipper (25-50%),0.32139201637666326,0.6786079836233367,977
51,Rarely Skips (<10%),0.008667388949079036,0.991332611050921,923
52,Frequent Skipper (>50%),0.7421307506053268,0.25786924939467315,826
53,Moderate Skipper (25-50%),0.3179723502304147,0.6820276497695853,651
54,Rarely Skips (<10%),0.07042253521126762,0.9295774647887324,923
55,Occasional Skipper (10-25%),0.15973741794310725,0.8402625820568927,914
56,Moderate Skipper (25-50%),0.27409638554216864,0.7259036144578314,996
57,Never Skips,0.0,1.0,890
58,Frequent Skipper (>50%),0.8187845303867404,0.18121546961325966,905
59,Rarely Skips (<10%),0.005760368663594417,0.9942396313364056,868
60,Occasional Skipper (10-25%),0.12928176795580115,0.8707182320441988,905
61,Frequent Skipper (>50%),0.9082007343941249,0.09179926560587515,817
62,Moderate Skipper (25-50%),0.34354838709677415,0.6564516129032258,620
63,Rarely Skips (<10%),0.0033936651583710287,0.996606334841629,884
64,Rarely Skips (<10%),0.06617647058823528,0.9338235294117647,816
65,Rarely Skips (<10%),0.07930607187112759,0.9206939281288724,807
66,Moderate Skipper (25-50%),0.3836978131212724,0.6163021868787276,1006
67,Rarely Skips (<10%),0.01579778830963663,0.9842022116903634,633
68,Moderate Skipper (25-50%),0.25934579439252337,0.7406542056074766,856
69,Rarely Skips (<10%),0.04068857589984354,0.9593114241001565,639
70,Rarely Skips (<10%),0.08098591549295775,0.9190140845070423,852
71,Moderate Skipper (25-50%),0.4904805077062556,0.5095194922937444,1103
72,Rarely Skips (<10%),0.06186726659167607,0.9381327334083239,889
73,Frequent Skipper (>50%),0.586427656850192,0.41357234314980795,781
74,Frequent Skipper (>50%),0.7340286831812255,0.26597131681877445,767
75,Rarely Skips (<10%),0.02020202020202022,0.9797979797979798,693
76,Rarely Skips (<10%),0.05470737913486001,0.94529262086514,786
77,Rarely Skips (<10%),0.05017921146953408,0.9498207885304659,837
78,Rarely Skips (<10%),0.06547619047619047,0.9345238095238095,840
79,Rarely Skips (<10%),0.008092485549133,0.991907514450867,865
80,Rarely Skips (<10%),0.023738872403560873,0.9762611275964391,674
81,Rarely Skips (<10%),0.015641293013555768,0.9843587069864442,959
82,Rarely Skips (<10%),0.011678832116788329,0.9883211678832117,685
83,Rarely Skips (<10%),0.03948667324777888,0.9605133267522211,1013
84,Rarely Skips (<10%),0.07503607503607501,0.924963924963925,693
85,Moderate Skipper (25-50%),0.47619047619047616,0.5238095238095238,693
86,Rarely Skips (<10%),0.04304160688665715,0.9569583931133429,697
87,Frequent Skipper (>50%),0.7224824355971897,0.2775175644028103,854
88,Frequent Skipper (>50%),0.8061224489795918,0.19387755102040816,686
89,Moderate Skipper (25-50%),0.3257467994310099,0.6742532005689901,703
90,Moderate Skipper (25-50%),0.36687116564417177,0.6331288343558282,815
91,Rarely Skips (<10%),0.02444208289054195,0.975557917109458,941
92,Rarely Skips (<10%),0.05882352941176472,0.9411764705882353,578
93,Rarely Skips (<10%),0.09693251533742331,0.9030674846625767,815
94,Occasional Skipper (10-25%),0.21671826625386992,0.7832817337461301,969
95,Occasional Skipper (10-25%),0.2160737812911726,0.7839262187088274,759
96,Moderate Skipper (25-50%),0.43409915356711004,0.56590084643289,827
97,Moderate Skipper (25-50%),0.3857868020304569,0.6142131979695431,788
98,Rarely Skips (<10%),0.02356406480117823,0.9764359351988218,679
99,Occasional Skipper (10-25%),0.1201044386422977,0.8798955613577023,766
100,Frequent Skipper (>50%),0.6641870350690755,0.33581296493092455,941
101,Rarely Skips (<10%),0.06382978723404253,0.9361702127659575,799
102,Rarely Skips (<10%),0.014084507042253502,0.9859154929577465,852
103,Rarely Skips (<10%),0.07317073170731703,0.926829268292683,697
104,Frequent Skipper (>50%),0.5616966580976863,0.4383033419023136,778
105,Occasional Skipper (10-25%),0.1587057010785824,0.8412942989214176,649
106,Rarely Skips (<10%),0.035645472061657024,0.964354527938343,1038
107,Occasional Skipper (10-25%),0.1453551912568306,0.8546448087431694,915
108,Frequent Skipper (>50%),0.7535885167464115,0.24641148325358853,836
109,Frequent Skipper (>50%),0.6310975609756098,0.36890243902439024,656
110,Rarely Skips (<10%),0.08788282290279625,0.9121171770972037,751
111,Rarely Skips (<10%),0.05590062111801242,0.9440993788819876,644
112,Rarely Skips (<10%),0.08010680907877166,0.9198931909212283,749
113,Moderate Skipper (25-50%),0.38677918424753865,0.6132208157524613,711
114,Frequent Skipper (>50%),0.8178082191780822,0.1821917808219178,730
115,Moderate Skipper (25-50%),0.3164933135215453,0.6835066864784547,673
116,Rarely Skips (<10%),0.006435006435006385,0.9935649935649936,777
117,Frequent Skipper (>50%),0.5699088145896656,0.43009118541033436,658
118,Rarely Skips (<10%),0.06525285481239806,0.9347471451876019,613
119,Moderate Skipper (25-50%),0.4682230869001297,0.5317769130998703,771
120,Rarely Skips (<10%),0.042604501607717005,0.957395498392283,1244
121,Occasional Skipper (10-25%),0.13282247765006383,0.8671775223499362,783
122,Occasional Skipper (10-25%),0.14494680851063835,0.8550531914893617,752
123,Frequent Skipper (>50%),0.7354260089686099,0.2645739910313901,669
124,Occasional Skipper (10-25%),0.21621621621621623,0.7837837837837838,333
125,Frequent Skipper (>50%),0.6252847380410023,0.37471526195899774,878
126,Occasional Skipper (10-25%),0.1658536585365854,0.8341463414634146,820
127,Rarely Skips (<10%),0.021398002853067033,0.978601997146933,701
128,Rarely Skips (<10%),0.011049723756906049,0.988950276243094,724
129,Frequent Skipper (>50%),0.5628205128205128,0.4371794871794872,780
130,Frequent Skipper (>50%),0.8696296296296296,0.13037037037037036,675
131,Occasional Skipper (10-25%),0.21457489878542513,0.7854251012145749,741
132,Rarely Skips (<10%),0.06422018348623848,0.9357798165137615,654
133,Moderate Skipper (25-50%),0.47361963190184053,0.5263803680981595,815
134,Rarely Skips (<10%),0.007122507122507171,0.9928774928774928,702
135,Rarely Skips (<10%),0.017628205128205177,0.9823717948717948,624
136,Occasional Skipper (10-25%),0.17124394184168013,0.8287560581583199,619
137,Moderate Skipper (25-50%),0.4618096357226792,0.5381903642773208,851
138,Occasional Skipper (10-25%),0.1792890262751159,0.8207109737248841,647
139,Moderate Skipper (25-50%),0.4071661237785016,0.5928338762214984,614
140,Moderate Skipper (25-50%),0.30687830687830686,0.6931216931216931,756
141,Frequent Skipper (>50%),0.5679012345679013,0.43209876543209874,729
142,Frequent Skipper (>50%),0.620748299319728,0.3792517006802721,588
143,Occasional Skipper (10-25%),0.18890554722638686,0.8110944527736131,667
144,Occasional Skipper (10-25%),0.11475409836065575,0.8852459016393442,793
145,Frequent Skipper (>50%),0.574095682613769,0.425904317386231,857
146,Moderate Skipper (25-50%),0.35144312393887944,0.6485568760611206,589
147,Moderate Skipper (25-50%),0.4278350515463918,0.5721649484536082,776
148,Frequent Skipper (>50%),0.6573770491803279,0.34262295081967215,610
149,Moderate Skipper (25-50%),0.49088359046283314,0.5091164095371669,713
150,Frequent Skipper (>50%),0.7211796246648794,0.27882037533512066,746
151,Rarely Skips (<10%),0.015735641227380026,0.98426435877262,1271
152,Frequent Skipper (>50%),0.6661490683229814,0.3338509316770186,644
153,Rarely Skips (<10%),0.024024024024024038,0.975975975975976,666
154,Rarely Skips (<10%),0.0699638118214716,0.9300361881785284,829
155,Rarely Skips (<10%),0.062416998671978696,0.9375830013280213,753
156,Occasional Skipper (10-25%),0.12244897959183676,0.8775510204081632,686
157,Frequent Skipper (>50%),0.5660130718954248,0.4339869281045752,765
158,Occasional Skipper (10-25%),0.1517996870109546,0.8482003129890454,639
159,Moderate Skipper (25-50%),0.2831858407079646,0.7168141592920354,678
160,Occasional Skipper (10-25%),0.12634408602150538,0.8736559139784946,1116
161,Rarely Skips (<10%),0.029882604055496254,0.9701173959445037,937
162,Rarely Skips (<10%),0.06946688206785134,0.9305331179321487,619
163,Frequent Skipper (>50%),0.8970331588132635,0.10296684118673648,573
164,Rarely Skips (<10%),0.02876712328767128,0.9712328767123287,730
165,Occasional Skipper (10-25%),0.20486111111111116,0.7951388888888888,576
166,Rarely Skips (<10%),0.07022900763358775,0.9297709923664123,655
167,Frequent Skipper (>50%),0.696969696969697,0.30303030303030304,627
168,Rarely Skips (<10%),0.07331378299120239,0.9266862170087976,682
169,Moderate Skipper (25-50%),0.4372294372294372,0.5627705627705628,693
170,Frequent Skipper (>50%),0.5318107667210441,0.46818923327895595,613
171,Rarely Skips (<10%),0.01869158878504673,0.9813084112149533,642
172,Occasional Skipper (10-25%),0.18641390205371244,0.8135860979462876,633
173,Occasional Skipper (10-25%),0.15116279069767447,0.8488372093023255,602
174,Rarely Skips (<10%),0.025449101796407136,0.9745508982035929,668
175,Moderate Skipper (25-50%),0.32671755725190843,0.6732824427480916,655
176,Occasional Skipper (10-25%),0.20136054421768712,0.7986394557823129,735
177,Moderate Skipper (25-50%),0.33870967741935487,0.6612903225806451,434
178,Moderate Skipper (25-50%),0.3262642740619902,0.6737357259380098,613
179,Moderate Skipper (25-50%),0.3646496815286624,0.6353503184713376,628
180,Occasional Skipper (10-25%),0.17763157894736847,0.8223684210526315,456
181,Frequent Skipper (>50%),0.5,0.5,614
182,Rarely Skips (<10%),0.08392603129445231,0.9160739687055477,703
183,Occasional Skipper (10-25%),0.12968917470525188,0.8703108252947481,933
184,Rarely Skips (<10%),0.06985294117647056,0.9301470588235294,544
185,Frequent Skipper (>50%),0.9042386185243328,0.09576138147566719,637
186,Moderate Skipper (25-50%),0.43203883495145634,0.5679611650485437,618
187,Frequent Skipper (>50%),0.7813559322033898,0.21864406779661016,590
188,Occasional Skipper (10-25%),0.10962962962962963,0.8903703703703704,675
189,Rarely Skips (<10%),0.03420195439739415,0.9657980456026058,614
190,Frequent Skipper (>50%),0.5939490445859872,0.40605095541401276,628
191,Frequent Skipper (>50%),0.5678233438485805,0.43217665615141954,634
192,Frequent Skipper (>50%),0.7353535353535354,0.26464646464646463,495
193,Moderate Skipper (25-50%),0.37055837563451777,0.6294416243654822,591
194,Moderate Skipper (25-50%),0.423030303030303,0.576969696969697,825
195,Moderate Skipper (25-50%),0.41086956521739126,0.5891304347826087,460
196,Moderate Skipper (25-50%),0.4930795847750865,0.5069204152249135,578
197,Rarely Skips (<10%),0.05673758865248224,0.9432624113475178,282
198,Frequent Skipper (>50%),0.6878531073446328,0.3121468926553672,708
199,Frequent Skipper (>50%),0.5553539019963702,0.44464609800362975,551
200,Frequent Skipper (>50%),0.8407460545193688,0.15925394548063126,697
201,Rarely Skips (<10%),0.011049723756906049,0.988950276243094,724
202,Moderate Skipper (25-50%),0.2658862876254181,0.7341137123745819,598
203,Rarely Skips (<10%),0.07414448669201523,0.9258555133079848,526
204,Occasional Skipper (10-25%),0.2410714285714286,0.7589285714285714,672
205,Rarely Skips (<10%),0.08917197452229297,0.910828025477707,628
206,Moderate Skipper (25-50%),0.3157051282051282,0.6842948717948718,624
207,Rarely Skips (<10%),0.033625730994152,0.966374269005848,684
208,Rarely Skips (<10%),0.08333333333333337,0.9166666666666666,732
209,Occasional Skipper (10-25%),0.1940874035989717,0.8059125964010283,778
210,Frequent Skipper (>50%),0.5454545454545454,0.45454545454545453,583
211,Moderate Skipper (25-50%),0.2831423895253683,0.7168576104746317,611
212,Frequent Skipper (>50%),0.633578431372549,0.36642156862745096,816
213,Rarely Skips (<10%),0.09440559440559437,0.9055944055944056,572
214,Rarely Skips (<10%),0.025694444444444464,0.9743055555555555,1440
215,Rarely Skips (<10%),0.0552380952380952,0.9447619047619048,525
216,Moderate Skipper (25-50%),0.4709302325581395,0.5290697674418605,516
217,Frequent Skipper (>50%),0.7561349693251533,0.24386503067484663,652
218,Rarely Skips (<10%),0.019469026548672552,0.9805309734513274,565
219,Rarely Skips (<10%),0.08059384941675507,0.9194061505832449,943
220,Occasional Skipper (10-25%),0.2019543973941368,0.7980456026058632,614
221,Moderate Skipper (25-50%),0.48863636363636365,0.5113636363636364,704
222,Frequent Skipper (>50%),0.5483870967741935,0.45161290322580644,620
223,Occasional Skipper (10-25%),0.18524332810047095,0.814756671899529,637
224,Rarely Skips (<10%),0.06300484652665594,0.9369951534733441,619
225,Rarely Skips (<10%),0.09951060358890707,0.9004893964110929,613
226,Moderate Skipper (25-50%),0.3770491803278688,0.6229508196721312,732
227,Occasional Skipper (10-25%),0.1957894736842105,0.8042105263157895,475
228,Frequent Skipper (>50%),0.5910064239828694,0.4089935760171306,467
229,Moderate Skipper (25-50%),0.38239999999999996,0.6176,625
230,Occasional Skipper (10-25%),0.19080068143100515,0.8091993185689949,587
231,Moderate Skipper (25-50%),0.34775374376039936,0.6522462562396006,601
232,Occasional Skipper (10-25%),0.23901581722319865,0.7609841827768014,569
233,Rarely Skips (<10%),0.09947643979057597,0.900523560209424,573
234,Occasional Skipper (10-25%),0.11643835616438358,0.8835616438356164,584
235,Moderate Skipper (25-50%),0.44699646643109536,0.5530035335689046,566
236,Moderate Skipper (25-50%),0.301255230125523,0.698744769874477,478
237,Occasional Skipper (10-25%),0.238544474393531,0.761455525606469,742
238,Frequent Skipper (>50%),0.5783699059561129,0.4216300940438871,638
239,Rarely Skips (<10%),0.07269155206286837,0.9273084479371316,509
240,Moderate Skipper (25-50%),0.3721340388007055,0.6278659611992945,567
241,Rarely Skips (<10%),0.03082191780821919,0.9691780821917808,584
242,Rarely Skips (<10%),0.08614864864864868,0.9138513513513513,592
243,Rarely Skips (<10%),0.05605786618444841,0.9439421338155516,553
244,Rarely Skips (<10%),0.06716417910447758,0.9328358208955224,670
245,Frequent Skipper (>50%),0.6940559440559441,0.30594405594405594,572
246,Frequent Skipper (>50%),0.6090342679127726,0.3909657320872274,642
247,Moderate Skipper (25-50%),0.28779599271402545,0.7122040072859745,549
248,Moderate Skipper (25-50%),0.32499999999999996,0.675,600
249,Moderate Skipper (25-50%),0.2866894197952219,0.7133105802047781,586
250,Frequent Skipper (>50%),0.7131147540983607,0.28688524590163933,488
251,Frequent Skipper (>50%),0.7219430485762144,0.2780569514237856,597
252,Frequent Skipper (>50%),0.5971731448763251,0.4028268551236749,566
253,Frequent Skipper (>50%),0.6773109243697479,0.3226890756302521,595
254,Moderate Skipper (25-50%),0.36920777279521677,0.6307922272047832,669
255,Rarely Skips (<10%),0.0015552099533436836,0.9984447900466563,643
256,Moderate Skipper (25-50%),0.3277591973244147,0.6722408026755853,598
257,Rarely Skips (<10%),0.009140767824497242,0.9908592321755028,547
258,Moderate Skipper (25-50%),0.29263565891472865,0.7073643410852714,516
259,Frequent Skipper (>50%),0.7263339070567987,0.2736660929432014,581
260,Moderate Skipper (25-50%),0.39344262295081966,0.6065573770491803,488
261,Rarely Skips (<10%),0.006359300476947549,0.9936406995230525,629
262,Frequent Skipper (>50%),0.7788104089219331,0.2211895910780669,538
263,Occasional Skipper (10-25%),0.2311015118790497,0.7688984881209503,463
264,Frequent Skipper (>50%),0.620748299319728,0.3792517006802721,588
265,Rarely Skips (<10%),0.020989505247376306,0.9790104947526237,667
266,Moderate Skipper (25-50%),0.4421641791044776,0.5578358208955224,536
267,Occasional Skipper (10-25%),0.14071856287425155,0.8592814371257484,668
268,Moderate Skipper (25-50%),0.4337485843714609,0.5662514156285391,883
269,Moderate Skipper (25-50%),0.4157754010695187,0.5842245989304813,748
270,Frequent Skipper (>50%),0.6513605442176871,0.3486394557823129,588
271,Frequent Skipper (>50%),0.6057046979865772,0.39429530201342283,596
272,Occasional Skipper (10-25%),0.16804407713498626,0.8319559228650137,726
273,Rarely Skips (<10%),0.09347442680776019,0.9065255731922398,567
274,Frequent Skipper (>50%),0.8227848101265822,0.17721518987341772,553
275,Moderate Skipper (25-50%),0.2523540489642184,0.7476459510357816,531
276,Occasional Skipper (10-25%),0.11864406779661019,0.8813559322033898,413
277,Rarely Skips (<10%),0.07259953161592503,0.927400468384075,854
278,Moderate Skipper (25-50%),0.3696098562628337,0.6303901437371663,487
279,Occasional Skipper (10-25%),0.15978456014362652,0.8402154398563735,557
280,Moderate Skipper (25-50%),0.303448275862069,0.696551724137931,435
281,Frequent Skipper (>50%),0.6086956521739131,0.391304347826087,529
282,Moderate Skipper (25-50%),0.3557046979865772,0.6442953020134228,596
283,Moderate Skipper (25-50%),0.2702702702702703,0.7297297297297297,555
284,Rarely Skips (<10%),0.001612903225806428,0.9983870967741936,620
285,Moderate Skipper (25-50%),0.4440677966101695,0.5559322033898305,590
286,Moderate Skipper (25-50%),0.4984520123839009,0.5015479876160991,646
287,Rarely Skips (<10%),0.0019011406844106071,0.9980988593155894,526
288,Moderate Skipper (25-50%),0.30224525043177897,0.697754749568221,579
289,Frequent Skipper (>50%),0.5036144578313253,0.4963855421686747,415
290,Frequent Skipper (>50%),0.5724217844727695,0.4275782155272306,863
291,Rarely Skips (<10%),0.0822429906542056,0.9177570093457944,535
292,Rarely Skips (<10%),0.008547008547008517,0.9914529914529915,585
293,Frequent Skipper (>50%),0.7311827956989247,0.26881720430107525,558
294,Moderate Skipper (25-50%),0.3126293995859213,0.6873706004140787,483
295,Moderate Skipper (25-50%),0.38909090909090904,0.610909090909091,550
296,Moderate Skipper (25-50%),0.49027237354085607,0.5097276264591439,514
297,Rarely Skips (<10%),0.044487427466150864,0.9555125725338491,517
298,Occasional Skipper (10-25%),0.21611721611721613,0.7838827838827839,546
299,Moderate Skipper (25-50%),0.3935483870967742,0.6064516129032258,620
300,Moderate Skipper (25-50%),0.33044982698961933,0.6695501730103807,578
301,Frequent Skipper (>50%),0.7376760563380282,0.2623239436619718,568
302,Occasional Skipper (10-25%),0.22375215146299487,0.7762478485370051,581
303,Frequent Skipper (>50%),0.7076648841354723,0.29233511586452765,561
304,Frequent Skipper (>50%),0.8345195729537367,0.16548042704626334,562
305,Moderate Skipper (25-50%),0.28490566037735854,0.7150943396226415,530
306,Frequent Skipper (>50%),0.5596774193548387,0.4403225806451613,620
307,Occasional Skipper (10-25%),0.21811224489795922,0.7818877551020408,784
308,Occasional Skipper (10-25%),0.21525423728813564,0.7847457627118644,590
309,Frequent Skipper (>50%),0.7474949899799599,0.25250501002004005,499
310,Rarely Skips (<10%),0.022167487684729092,0.9778325123152709,406
311,Frequent Skipper (>50%),0.6012461059190031,0.3987538940809969,642
312,Moderate Skipper (25-50%),0.34562211981566815,0.6543778801843319,434
313,Rarely Skips (<10%),0.040492957746478875,0.9595070422535211,568
314,Moderate Skipper (25-50%),0.35426731078904994,0.6457326892109501,621
315,Frequent Skipper (>50%),0.6141001855287569,0.38589981447124305,539
316,Rarely Skips (<10%),0.07654723127035834,0.9234527687296417,614
317,Moderate Skipper (25-50%),0.35672514619883045,0.6432748538011696,513
318,Occasional Skipper (10-25%),0.1974169741697417,0.8025830258302583,542
319,Rarely Skips (<10%),0.05212355212355213,0.9478764478764479,518
320,Frequent Skipper (>50%),0.5194805194805194,0.4805194805194805,462
321,Frequent Skipper (>50%),0.544954128440367,0.45504587155963305,545
322,Frequent Skipper (>50%),0.6109215017064846,0.3890784982935154,586
323,Moderate Skipper (25-50%),0.39722863741339487,0.6027713625866051,433
324,Rarely Skips (<10%),0.09691629955947134,0.9030837004405287,454
325,Moderate Skipper (25-50%),0.28171641791044777,0.7182835820895522,536
326,Rarely Skips (<10%),0.005725190839694694,0.9942748091603053,524
327,Moderate Skipper (25-50%),0.43855932203389836,0.5614406779661016,472
328,Frequent Skipper (>50%),0.5,0.5,528
329,Occasional Skipper (10-25%),0.24803767660910514,0.7519623233908949,637
330,Occasional Skipper (10-25%),0.18933823529411764,0.8106617647058824,544
331,Moderate Skipper (25-50%),0.25316455696202533,0.7468354430379747,553
332,Rarely Skips (<10%),0.0278293135435993,0.9721706864564007,539
333,Occasional Skipper (10-25%),0.1415384615384615,0.8584615384615385,650
334,Moderate Skipper (25-50%),0.35400516795865633,0.6459948320413437,774
335,Never Skips,0.0,1.0,309
336,Rarely Skips (<10%),0.010822510822510845,0.9891774891774892,462
337,Rarely Skips (<10%),0.07627118644067798,0.923728813559322,590
338,Moderate Skipper (25-50%),0.3119429590017825,0.6880570409982175,561
339,Occasional Skipper (10-25%),0.10302197802197799,0.896978021978022,728
340,Occasional Skipper (10-25%),0.23965141612200436,0.7603485838779956,918
341,Rarely Skips (<10%),0.01945525291828798,0.980544747081712,514
342,Moderate Skipper (25-50%),0.2893700787401575,0.7106299212598425,508
343,Moderate Skipper (25-50%),0.4368070953436807,0.5631929046563193,451
344,Moderate Skipper (25-50%),0.3393782383419689,0.6606217616580311,386
345,Occasional Skipper (10-25%),0.21276595744680848,0.7872340425531915,423
346,Occasional Skipper (10-25%),0.16423357664233573,0.8357664233576643,548
347,Occasional Skipper (10-25%),0.2003891050583657,0.7996108949416343,514
348,Rarely Skips (<10%),0.09967845659163987,0.9003215434083601,622
349,Moderate Skipper (25-50%),0.4666666666666667,0.5333333333333333,525
350,Occasional Skipper (10-25%),0.11623246492985972,0.8837675350701403,499
351,Rarely Skips (<10%),0.024539877300613466,0.9754601226993865,489
352,Frequent Skipper (>50%),0.5862068965517242,0.41379310344827586,493
353,Occasional Skipper (10-25%),0.1879518072289157,0.8120481927710843,415
354,Moderate Skipper (25-50%),0.4979919678714859,0.5020080321285141,498
355,Moderate Skipper (25-50%),0.3893805309734514,0.6106194690265486,113
356,Occasional Skipper (10-25%),0.11987381703470035,0.8801261829652997,317
357,Frequent Skipper (>50%),0.7294938917975566,0.2705061082024433,573
358,Rarely Skips (<10%),0.057657657657657624,0.9423423423423424,555
359,Frequent Skipper (>50%),0.7545787545787546,0.2454212454212454,546
360,Rarely Skips (<10%),0.025341130604288553,0.9746588693957114,513
361,Frequent Skipper (>50%),0.601123595505618,0.398876404494382,534
362,Frequent Skipper (>50%),0.5285481239804242,0.47145187601957583,613
363,Moderate Skipper (25-50%),0.30071174377224197,0.699288256227758,562
364,Frequent Skipper (>50%),0.5338645418326693,0.46613545816733065,502
365,Rarely Skips (<10%),0.09713024282560712,0.9028697571743929,453
366,Occasional Skipper (10-25%),0.10152284263959388,0.8984771573604061,197
367,Occasional Skipper (10-25%),0.12423625254582482,0.8757637474541752,491
368,Rarely Skips (<10%),0.08415841584158412,0.9158415841584159,606
369,Moderate Skipper (25-50%),0.2838283828382838,0.7161716171617162,606
370,Rarely Skips (<10%),0.015232974910394215,0.9847670250896058,1116
371,Frequent Skipper (>50%),0.7004504504504505,0.29954954954954954,444
372,Rarely Skips (<10%),0.007987220447284393,0.9920127795527156,626
373,Occasional Skipper (10-25%),0.12470588235294122,0.8752941176470588,425
374,Frequent Skipper (>50%),0.5033222591362126,0.49667774086378735,602
375,Frequent Skipper (>50%),0.5938104448742747,0.40618955512572535,517
376,Occasional Skipper (10-25%),0.13182674199623357,0.8681732580037664,531
377,Moderate Skipper (25-50%),0.33920704845814975,0.6607929515418502,681
378,Rarely Skips (<10%),0.007662835249042099,0.9923371647509579,522
379,Occasional Skipper (10-25%),0.1945392491467577,0.8054607508532423,586
380,Frequent Skipper (>50%),0.8049645390070922,0.1950354609929078,564
381,Moderate Skipper (25-50%),0.41666666666666663,0.5833333333333334,276
382,Occasional Skipper (10-25%),0.20578231292517002,0.79421768707483,588
383,Frequent Skipper (>50%),0.5476190476190477,0.4523809523809524,504
384,Rarely Skips (<10%),0.0861244019138756,0.9138755980861244,418
385,Rarely Skips (<10%),0.058394160583941646,0.9416058394160584,548
386,Rarely Skips (<10%),0.05752212389380529,0.9424778761061947,452
387,Frequent Skipper (>50%),0.7283464566929134,0.27165354330708663,508
388,Occasional Skipper (10-25%),0.11734693877551017,0.8826530612244898,588
389,Occasional Skipper (10-25%),0.14726507713884995,0.85273492286115,713
390,Moderate Skipper (25-50%),0.32665330661322645,0.6733466933867736,499
391,Rarely Skips (<10%),0.016513761467889854,0.9834862385321101,545
392,Moderate Skipper (25-50%),0.2975047984644914,0.7024952015355086,521
393,Frequent Skipper (>50%),0.7575187969924813,0.2424812030075188,532
394,Moderate Skipper (25-50%),0.36802973977695164,0.6319702602230484,538
395,Rarely Skips (<10%),0.02088772845953002,0.97911227154047,383
396,Moderate Skipper (25-50%),0.26041666666666663,0.7395833333333334,576
397,Moderate Skipper (25-50%),0.2806394316163411,0.7193605683836589,563
398,Occasional Skipper (10-25%),0.10515463917525769,0.8948453608247423,970
399,Rarely Skips (<10%),0.07344632768361581,0.9265536723163842,708
